영업담당자,거래처,매출일,품목명,입고량,출고량,단가,매출액
김혁수,삼보동양,11/08,Ar (일반),3,3,"13,200","39,600"
김혁수,삼보동양,11/08,"CO2 (공업용, 20kg)",9,9,"12,100","108,900"
김혁수,삼보동양,11/08,"CO2 (공업용, 40kg)",8,8,"24,200","193,600"
김혁수,삼보동양,11/10,Ar (일반),1,1,"13,200","13,200"
김혁수,삼보동양,11/10,"CO2 (공업용, 20kg)",4,4,"12,100","48,400"
김혁수,삼보동양,11/10,"CO2 (공업용, 40kg)",4,4,"24,200","96,800"
김혁수,삼보동양,11/14,Ar (일반),4,4,"13,200","52,800"
김혁수,삼보동양,11/14,"CO2 (공업용, 20kg)",6,6,"12,100","72,600"
김혁수,삼보동양,11/14,"CO2 (공업용, 40kg)",11,11,"24,200","266,200"
김혁수,삼보동양,11/15,Ar (일반),7,7,"13,200","92,400"
김혁수,삼보동양,11/15,"CO2 (공업용, 20kg)",8,8,"12,100","96,800"
김혁수,삼보동양,11/15,"CO2 (공업용, 40kg)",6,6,"24,200","145,200"
김혁수,삼보동양,11/17,Ar (일반),3,3,"13,200","39,600"
김혁수,삼보동양,11/17,"CO2 (공업용, 20kg)",34,34,"12,100","411,400"
김혁수,삼보동양,11/17,"CO2 (공업용, 40kg)",11,11,"24,200","266,200"
김혁수,삼보동양,11/21,Ar (일반),3,3,"13,200","39,600"
김혁수,삼보동양,11/21,"CO2 (공업용, 20kg)",10,10,"12,100","121,000"
김혁수,삼보동양,11/21,"CO2 (공업용, 40kg)",9,9,"24,200","217,800"
김혁수,삼보동양,11/22,"CO2 (공업용, 20kg)",6,6,"12,100","72,600"
김혁수,삼보동양,11/22,"CO2 (공업용, 40kg)",8,8,"24,200","193,600"
김혁수,삼보동양,11/24,Ar (일반),3,3,"13,200","39,600"
김혁수,삼보동양,11/24,"CO2 (공업용, 20kg)",6,6,"12,100","72,600"
김혁수,삼보동양,11/24,"CO2 (공업용, 40kg)",10,10,"24,200","242,000"
김혁수,삼보동양,11/28,Ar (일반),2,2,"13,200","26,400"
김혁수,삼보동양,11/28,"CO2 (공업용, 20kg)",2,2,"12,100","24,200"
김혁수,삼보동양,11/28,"CO2 (공업용, 40kg)",9,9,"24,200","217,800"
김혁수,삼보동양,11/29,Ar (일반),2,2,"13,200","26,400"
김혁수,삼보동양,11/29,"CO2 (공업용, 20kg)",4,4,"12,100","48,400"
김혁수,삼보동양,11/29,"CO2 (공업용, 40kg)",14,14,"24,200","338,800"
김혁수,삼보동양,11/30,입금 (가스매출),0,0,0,0
김혁수,삼보동양,12/01,Ar (일반),2,2,"13,200","26,400"
김혁수,삼보동양,12/01,"CO2 (공업용, 20kg)",6,6,"12,100","72,600"
김혁수,삼보동양,12/01,"CO2 (공업용, 40kg)",9,9,"24,200","217,800"
김혁수,삼보동양,12/04,"CO2 (공업용, 20kg)",2,2,"12,100","24,200"
김혁수,삼보동양,12/04,"CO2 (공업용, 40kg)",5,5,"24,200","121,000"
김혁수,삼보동양,12/05,Ar (일반),1,1,"13,200","13,200"
김혁수,삼보동양,12/05,"CO2 (공업용, 20kg)",4,4,"12,100","48,400"
김혁수,삼보동양,12/05,"CO2 (공업용, 40kg)",2,2,"24,200","48,400"
김혁수,삼보동양,12/06,Ar (일반),3,3,"13,200","39,600"
김혁수,삼보동양,12/06,"CO2 (공업용, 20kg)",5,5,"12,100","60,500"
김혁수,삼보동양,12/06,"CO2 (공업용, 40kg)",8,8,"24,200","193,600"
김혁수,삼보동양,12/07,Ar (일반),6,6,"13,200","79,200"
김혁수,삼보동양,12/07,"CO2 (공업용, 20kg)",25,25,"12,100","302,500"
김혁수,삼보동양,12/08,"CO2 (공업용, 20kg)",3,3,"12,100","36,300"
김혁수,삼보동양,12/08,"CO2 (공업용, 40kg)",6,6,"24,200","145,200"
김혁수,삼보동양,12/12,Ar (일반),3,3,"13,200","39,600"
김혁수,삼보동양,12/12,"CO2 (공업용, 20kg)",2,2,"12,100","24,200"
김혁수,삼보동양,12/12,"CO2 (공업용, 40kg)",8,8,"24,200","193,600"
김혁수,삼보동양,12/13,Ar (일반),2,2,"13,200","26,400"
김혁수,삼보동양,12/13,"CO2 (공업용, 20kg)",6,6,"12,100","72,600"
김혁수,삼보동양,12/13,"CO2 (공업용, 40kg)",4,4,"24,200","96,800"
김혁수,삼보동양,12/15,Ar (일반),2,2,"13,200","26,400"
김혁수,삼보동양,12/15,"CO2 (공업용, 20kg)",4,4,"12,100","48,400"
김혁수,삼보동양,12/15,"CO2 (공업용, 40kg)",8,8,"24,200","193,600"
김혁수,삼보동양,12/18,"CO2 (공업용, 20kg)",3,3,"12,100","36,300"
김혁수,삼보동양,12/18,"CO2 (공업용, 40kg)",4,4,"24,200","96,800"
김혁수,삼보동양,12/18,"N2 (UHP, 47L, 99.9999%)",0,1,"64,000","64,000"
김혁수,삼보동양,12/19,Ar (일반),2,2,"13,200","26,400"
김혁수,삼보동양,12/19,"CO2 (공업용, 20kg)",3,3,"12,100","36,300"
김혁수,삼보동양,12/19,"CO2 (공업용, 40kg)",5,5,"24,200","121,000"
김혁수,삼보동양,12/20,Ar (일반),5,5,"13,200","66,000"
김혁수,삼보동양,12/20,"CO2 (공업용, 20kg)",7,7,"12,100","84,700"
김혁수,삼보동양,12/20,"CO2 (공업용, 40kg)",4,4,"24,200","96,800"
김혁수,삼보동양,12/22,Ar (일반),2,2,"13,200","26,400"
김혁수,삼보동양,12/22,"CO2 (공업용, 20kg)",6,6,"12,100","72,600"
김혁수,삼보동양,12/22,"CO2 (공업용, 40kg)",5,5,"24,200","121,000"
김혁수,삼보동양,12/26,Ar (일반),4,4,"13,200","52,800"
김혁수,삼보동양,12/26,"CO2 (공업용, 20kg)",2,2,"12,100","24,200"
김혁수,삼보동양,12/26,"CO2 (공업용, 40kg)",1,1,"24,200","24,200"
김혁수,삼보동양,12/27,Ar (일반),6,6,"13,200","79,200"
김혁수,삼보동양,12/27,"CO2 (공업용, 20kg)",6,6,"12,100","72,600"
김혁수,삼보동양,12/27,"CO2 (공업용, 40kg)",6,6,"24,200","145,200"
김혁수,삼보동양,12/29,입금 (가스매출),0,0,0,0
김혁수,삼보동양,12/29,"CO2 (공업용, 20kg)",15,15,"12,100","181,500"
김혁수,삼보동양,12/29,"CO2 (공업용, 40kg)",2,2,"24,200","48,400"
김명현,삼성가스,01/10,입금 (가스매출),0,0,0,0
김명현,삼성가스,01/12,"O2 (kg, Bulk)",0,"3,801",170,"646,170"
김명현,삼성가스,02/02,"O2 (kg, Bulk)",0,"4,107",170,"698,190"
김명현,삼성가스,02/10,입금 (가스매출),0,0,0,0
김명현,삼성가스,02/21,"O2 (kg, Bulk)",0,"4,322",170,"734,740"
김명현,삼성가스,03/10,입금 (가스매출),0,0,0,0
김명현,삼성가스,03/13,"O2 (kg, Bulk)",0,"4,118",178,"733,004"
김명현,삼성가스,03/29,"O2 (kg, Bulk)",0,"4,119",178,"733,182"
김명현,삼성가스,04/10,입금 (가스매출),0,0,0,0
김명현,삼성가스,04/17,"O2 (kg, Bulk)",0,"4,308",178,"766,824"
김명현,삼성가스,05/08,"O2 (kg, Bulk)",0,"4,550",178,"809,900"
김명현,삼성가스,05/10,입금 (가스매출),0,0,0,0
김명현,삼성가스,05/24,"O2 (kg, Bulk)",0,"3,741",178,"665,898"
김명현,삼성가스,06/12,입금 (가스매출),0,0,0,0
김명현,삼성가스,06/14,"O2 (kg, Bulk)",0,"4,105",178,"730,690"
김명현,삼성가스,07/05,"O2 (kg, Bulk)",0,"4,275",178,"760,950"
김명현,삼성가스,07/10,입금 (가스매출),0,0,0,0
김명현,삼성가스,07/26,"O2 (kg, Bulk)",0,"4,519",178,"804,382"
김명현,삼성가스,08/10,입금 (가스매출),0,0,0,0
김명현,삼성가스,08/16,"O2 (kg, Bulk)",0,"2,004",178,"356,712"
김명현,삼성가스,08/28,"O2 (kg, Bulk)",0,"4,303",178,"765,934"
김명현,삼성가스,09/11,입금 (가스매출),0,0,0,0
김명현,삼성가스,09/21,"O2 (kg, Bulk)",0,"4,074",178,"725,172"
김명현,삼성가스,10/10,입금 (가스매출),0,0,0,0
김명현,삼성가스,10/17,"O2 (kg, Bulk)",0,"4,675",178,"832,150"
김명현,삼성가스,11/02,"O2 (kg, Bulk)",0,"3,835",178,"682,630"
김명현,삼성가스,11/10,단가차액 (가스),0,0,0,0
김명현,삼성가스,11/10,입금 (가스매출),0,0,0,0
김명현,삼성가스,11/21,"O2 (kg, Bulk)",0,"4,206",178,"748,668"
김명현,삼성가스,12/11,입금 (가스매출),0,0,0,0
김명현,삼성가스,12/11,"O2 (kg, Bulk)",0,"4,326",178,"770,028"
김명현,삼성가스,12/27,"O2 (kg, Bulk)",0,"3,883",178,"691,174"
김혁수,삼성산업가스,01/31,용기검사 (일반),2,2,"33,600","67,200"
김혁수,삼성산업가스,01/31,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,02/02,"Ar (UHP, 47L, 99.999%)",13,7,"22,000","154,000"
김혁수,삼성산업가스,02/02,"H2 (UHP, 47L, 99.999%)",0,1,"53,000","53,000"
김혁수,삼성산업가스,02/02,"H2 (UHP, 47L, 99.9999%)",1,0,"132,000",0
김혁수,삼성산업가스,02/02,"He (UHP, 47L, 99.999%)",2,0,"350,000",0
김혁수,삼성산업가스,02/02,"He (UHP, 47L, 99.9999%)",1,2,"370,000","740,000"
김혁수,삼성산업가스,02/02,"N2 (UHP, 99.999%)",5,7,"20,000","140,000"
김혁수,삼성산업가스,02/16,"Ar (UHP, 10.2L, 99.999%)",1,0,0,0
김혁수,삼성산업가스,02/16,"Ar (UHP, 47L, 99.999%)",11,8,"22,000","176,000"
김혁수,삼성산업가스,02/16,"He (UHP, 47L, 99.999%)",0,4,"350,000","1,400,000"
김혁수,삼성산업가스,02/16,"N2 (UHP, 99.999%)",0,4,"20,000","80,000"
김혁수,삼성산업가스,02/28,용기검사 (일반),5,5,"33,600","168,000"
김혁수,삼성산업가스,03/08,"Ar (UHP, 10.2L, 99.999%)",0,1,"9,500","9,500"
김혁수,삼성산업가스,03/08,"Ar (UHP, 47L, 99.999%)",10,10,"22,000","220,000"
김혁수,삼성산업가스,03/08,"H2 (일반, 용기)",2,0,0,0
김혁수,삼성산업가스,03/08,"H2 (UHP, 47L, 99.9999%)",1,1,"132,000","132,000"
김혁수,삼성산업가스,03/08,"N2 (UHP, 99.999%)",5,1,"20,000","20,000"
김혁수,삼성산업가스,03/27,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,03/27,입금 (용기검사),0,0,0,0
김혁수,삼성산업가스,04/10,"Ar (UHP, 47L, 99.999%)",7,11,"22,000","242,000"
김혁수,삼성산업가스,04/10,"N2 (UHP, 99.999%)",3,4,"20,000","80,000"
김혁수,삼성산업가스,04/28,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,04/30,용기검사 (일반),2,2,"33,600","67,200"
김혁수,삼성산업가스,05/08,"Ar (UHP, 10.2L, 99.999%)",3,0,"9,500",0
김혁수,삼성산업가스,05/08,"Ar (UHP, 47L, 99.999%)",12,6,"22,000","132,000"
김혁수,삼성산업가스,05/08,"H2 (일반, 용기)",0,2,"7,000","14,000"
김혁수,삼성산업가스,05/08,"He (UHP, 47L, 99.999%)",0,2,"350,000","700,000"
김혁수,삼성산업가스,05/08,"N2 (UHP, 99.999%)",0,3,"20,000","60,000"
김혁수,삼성산업가스,05/18,"Ar (UHP, 10.2L, 99.999%)",0,2,"9,500","19,000"
김혁수,삼성산업가스,05/18,"Ar (UHP, 47L, 99.999%)",11,12,"22,000","264,000"
김혁수,삼성산업가스,05/18,"H2 (일반, 용기)",1,0,"7,000",0
김혁수,삼성산업가스,05/18,"He (UHP, 47L, 99.9999%)",0,2,"370,000","740,000"
김혁수,삼성산업가스,05/18,"N2 (UHP, 99.999%)",2,1,"20,000","20,000"
김혁수,삼성산업가스,06/08,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,06/08,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,06/08,Air (UHP),2,1,"35,000","35,000"
김혁수,삼성산업가스,06/08,"Ar (UHP, 47L, 99.999%)",11,6,"22,000","132,000"
김혁수,삼성산업가스,06/08,"H2 (UHP, 47L, 99.9999%)",1,1,"132,000","132,000"
김혁수,삼성산업가스,06/08,"He (UHP, 47L, 99.9999%)",1,1,"370,000","370,000"
김혁수,삼성산업가스,06/08,"N2 (UHP, 99.999%)",3,2,"20,000","40,000"
김혁수,삼성산업가스,06/23,Air (UHP),0,1,"35,000","35,000"
김혁수,삼성산업가스,06/23,"Ar (UHP, 10.2L, 99.999%)",0,1,"9,500","9,500"
김혁수,삼성산업가스,06/23,"Ar (UHP, 47L, 99.999%)",6,14,"22,000","308,000"
김혁수,삼성산업가스,06/23,"H2 (일반, 용기)",2,2,"7,000","14,000"
김혁수,삼성산업가스,06/23,"N2 (UHP, 99.999%)",2,2,"20,000","40,000"
김혁수,삼성산업가스,06/30,용기검사 (일반),9,9,"33,600","302,400"
김혁수,삼성산업가스,06/30,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,06/30,입금 (용기검사),0,0,0,0
김혁수,삼성산업가스,07/14,"Ar (UHP, 47L, 99.999%)",16,7,"22,000","154,000"
김혁수,삼성산업가스,07/14,"H2 (일반, 용기)",1,0,"7,000",0
김혁수,삼성산업가스,07/14,"N2 (UHP, 99.999%)",0,4,"20,000","80,000"
김혁수,삼성산업가스,07/24,"Ar (UHP, 47L, 99.999%)",10,16,"22,000","352,000"
김혁수,삼성산업가스,07/24,"H2 (일반, 용기)",0,2,"7,000","14,000"
김혁수,삼성산업가스,07/24,"N2 (UHP, 99.999%)",8,0,"20,000",0
김혁수,삼성산업가스,07/27,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,08/16,"Ar (UHP, 47L, 99.999%)",16,9,"22,000","198,000"
김혁수,삼성산업가스,08/16,"N2 (UHP, 99.999%)",0,4,"20,000","80,000"
김혁수,삼성산업가스,08/25,"Ar (UHP, 10.2L, 99.999%)",1,0,"9,500",0
김혁수,삼성산업가스,08/25,"Ar (UHP, 47L, 99.999%)",6,14,"22,000","308,000"
김혁수,삼성산업가스,08/25,"N2 (UHP, 99.999%)",3,0,"20,000",0
김혁수,삼성산업가스,08/31,용기검사 (일반),3,3,"33,600","100,800"
김혁수,삼성산업가스,08/31,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,09/20,"Ar (UHP, 10.2L, 99.999%)",0,1,"9,500","9,500"
김혁수,삼성산업가스,09/20,"Ar (UHP, 47L, 99.999%)",0,6,"22,000","132,000"
김혁수,삼성산업가스,09/30,용기검사 (일반),6,6,"35,000","210,000"
김혁수,삼성산업가스,10/06,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,10/13,"Ar (UHP, 47L, 99.999%)",0,5,"22,000","110,000"
김혁수,삼성산업가스,10/13,"H2 (UHP, 47L, 99.9999%)",1,1,"132,000","132,000"
김혁수,삼성산업가스,10/13,"N2 (UHP, 99.999%)",0,3,"20,000","60,000"
김혁수,삼성산업가스,11/21,"Ar (UHP, 47L, 99.999%)",0,1,"22,000","22,000"
김혁수,삼성산업가스,11/21,"H2 (UHP, 47L, 99.9999%)",2,2,"132,000","264,000"
김혁수,삼성산업가스,11/30,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,11/30,입금 (용기검사),0,0,0,0
김혁수,삼성산업가스,12/11,입금 (가스매출),0,0,0,0
김혁수,삼성산업가스,12/31,용기검사 (일반),1,1,"37,000","37,000"
김명현,삼정가스공업,01/02,입금 (가스매출),0,0,0,0
김명현,삼정가스공업,01/04,"CO2 (kg, Bulk)",0,"11,086",250,"2,771,500"
김명현,삼정가스공업,01/10,"CO2 (kg, Bulk)",0,"19,044",250,"4,761,000"
김명현,삼정가스공업,01/13,"CO2 (kg, Bulk)",0,"7,057",250,"1,764,250"
김명현,삼정가스공업,01/19,"CO2 (kg, Bulk)",0,"19,016",250,"4,754,000"
김명현,삼정가스공업,01/20,"CO2 (kg, Bulk)",0,"9,710",250,"2,427,500"
김명현,삼정가스공업,01/27,"CO2 (kg, Bulk)",0,"21,335",250,"5,333,750"
김명현,삼정가스공업,01/31,입금 (가스매출),0,0,0,0
김명현,삼정가스공업,02/07,"CO2 (kg, Bulk)",0,"21,630",250,"5,407,500"
김명현,삼정가스공업,02/10,"CO2 (kg, Bulk)",0,"19,542",250,"4,885,500"
김명현,삼정가스공업,02/17,"CO2 (kg, Bulk)",0,"21,397",250,"5,349,250"
김명현,삼정가스공업,02/28,입금 (가스매출),0,0,0,0
김명현,삼정가스공업,03/01,"CO2 (kg, Bulk)",0,"20,929",265,"5,546,185"
김명현,삼정가스공업,03/08,"CO2 (kg, Bulk)",0,"21,009",265,"5,567,385"
김명현,삼정가스공업,03/13,"CO2 (kg, Bulk)",0,"15,504",265,"4,108,560"
김명현,삼정가스공업,03/16,"CO2 (kg, Bulk)",0,"21,334",265,"5,653,510"
김명현,삼정가스공업,03/22,"CO2 (kg, Bulk)",0,"19,593",265,"5,192,145"
김명현,삼정가스공업,03/28,"CO2 (kg, Bulk)",0,"21,196",265,"5,616,940"
김명현,삼정가스공업,03/31,입금 (가스매출),0,0,0,0
김명현,삼정가스공업,04/03,"CO2 (kg, Bulk)",0,"16,716",265,"4,429,740"
김명현,삼정가스공업,04/11,"CO2 (kg, Bulk)",0,"21,324",265,"5,650,860"
김명현,삼정가스공업,04/15,"CO2 (kg, Bulk)",0,"21,157",265,"5,606,605"
김명현,삼정가스공업,04/15,"CO2 (kg, Bulk)",0,"20,957",265,"5,553,605"
김명현,삼정가스공업,04/16,"CO2 (kg, Bulk)",0,"21,317",265,"5,649,005"
김명현,삼정가스공업,04/17,"CO2 (kg, Bulk)",0,"15,752",265,"4,174,280"
김명현,삼정가스공업,04/20,"CO2 (kg, Bulk)",0,"10,099",265,"2,676,235"
김명현,삼정가스공업,04/28,입금 (가스매출),0,0,0,0
김명현,삼정가스공업,05/05,"CO2 (kg, Bulk)",0,"21,530",265,"5,705,450"
김명현,삼정가스공업,05/05,"CO2 (kg, Bulk)",0,"18,501",265,"4,902,765"
김명현,삼정가스공업,05/31,입금 (가스매출),0,0,0,0
김명현,삼정가스공업,06/30,단가차액 (가스),0,0,0,0
김명현,삼정가스공업,06/30,입금 (가스매출),0,0,0,0
김명현,서울특수가스,01/02,"Ar (kg, Bulk)",0,"3,584",540,"1,935,360"
김명현,서울특수가스,01/03,"Ar (kg, Bulk)",0,"4,061",540,"2,192,940"
김명현,서울특수가스,01/03,"N2 (kg, Bulk)",0,"5,738",160,"918,080"
김명현,서울특수가스,01/09,"N2 (kg, Bulk)",0,"4,490",160,"718,400"
김명현,서울특수가스,01/16,"Ar (kg, Bulk)",0,"3,784",540,"2,043,360"
김명현,서울특수가스,01/16,"CO2 (kg, Bulk)",0,"5,360",260,"1,393,600"
김명현,서울특수가스,01/17,"N2 (kg, Bulk)",0,"7,707",160,"1,233,120"
김명현,서울특수가스,01/17,"N2 (kg, Bulk)",0,"4,009",165,"661,485"
김명현,서울특수가스,01/19,"CO2 (kg, Bulk)",0,"4,045",260,"1,051,700"
김명현,서울특수가스,01/25,"N2 (kg, Bulk)",0,"3,394",160,"543,040"
김명현,서울특수가스,01/31,입금 (가스매출),0,0,0,0
김명현,서울특수가스,01/31,"CO2 (kg, Bulk)",0,"5,100",260,"1,326,000"
김명현,서울특수가스,01/31,"N2 (kg, Bulk)",0,"6,271",160,"1,003,360"
김명현,서울특수가스,02/01,"Ar (kg, Bulk)",0,"3,889",540,"2,100,060"
김명현,서울특수가스,02/06,"CO2 (kg, Bulk)",0,"4,243",260,"1,103,180"
김명현,서울특수가스,02/07,"N2 (kg, Bulk)",0,"7,070",160,"1,131,200"
김명현,서울특수가스,02/08,"CO2 (kg, Bulk)",0,"3,029",260,"787,540"
김명현,서울특수가스,02/08,"CO2 (kg, Bulk)",0,"4,202",300,"1,260,600"
김명현,서울특수가스,02/14,"N2 (kg, Bulk)",0,"4,351",160,"696,160"
김명현,서울특수가스,02/17,"Ar (kg, Bulk)",0,"3,637",540,"1,963,980"
김명현,서울특수가스,02/20,"CO2 (kg, Bulk)",0,"3,760",260,"977,600"
김명현,서울특수가스,02/20,"N2 (kg, Bulk)",0,"6,066",160,"970,560"
김명현,서울특수가스,02/22,"CO2 (kg, Bulk)",0,"4,010",260,"1,042,600"
김명현,서울특수가스,02/27,"N2 (kg, Bulk)",0,"6,420",160,"1,027,200"
김명현,서울특수가스,03/02,입금 (가스매출),0,0,0,0
김명현,서울특수가스,03/02,"N2 (kg, Bulk)",0,"3,608",175,"631,400"
김명현,서울특수가스,03/06,"Ar (kg, Bulk)",0,"3,594",550,"1,976,700"
김명현,서울특수가스,03/07,"N2 (kg, Bulk)",0,"8,227",170,"1,398,590"
김명현,서울특수가스,03/09,"CO2 (kg, Bulk)",0,"4,026",260,"1,046,760"
김명현,서울특수가스,03/13,"CO2 (kg, Bulk)",0,"3,606",260,"937,560"
김명현,서울특수가스,03/13,"N2 (kg, Bulk)",0,"5,010",170,"851,700"
김명현,서울특수가스,03/14,"Ar (UHP, 47L, 99.9999%)",2,0,"55,000",0
김명현,서울특수가스,03/14,"He (UHP, 47L, 99.9999%)",10,0,"370,000",0
김명현,서울특수가스,03/14,"N2 (UHP, 47L, 99.9999%)",4,0,"55,000",0
김명현,서울특수가스,03/20,"Ar (kg, Bulk)",0,"3,622",550,"1,992,100"
김명현,서울특수가스,03/20,"N2 (kg, Bulk)",0,"6,867",170,"1,167,390"
김명현,서울특수가스,03/22,"Ar (UHP, 47L, 99.9999%)",0,2,"55,000","110,000"
김명현,서울특수가스,03/22,"He (UHP, 47L, 99.9999%)",0,10,"370,000","3,700,000"
김명현,서울특수가스,03/22,"N2 (UHP, 47L, 99.9999%)",0,4,"55,000","220,000"
김명현,서울특수가스,03/24,"N2 (kg, Bulk)",0,"4,850",170,"824,500"
김명현,서울특수가스,03/27,"CO2 (kg, Bulk)",0,"4,521",260,"1,175,460"
김명현,서울특수가스,03/28,"Ar (UHP, 47L, 99.9999%)",3,0,"55,000",0
김명현,서울특수가스,03/28,"He (UHP, 47L, 99.999%)",0,0,0,0
김명현,서울특수가스,03/28,"He (UHP, 47L, 99.9999%)",20,0,"370,000",0
김명현,서울특수가스,03/28,"N2 (UHP, 47L, 99.9999%)",1,0,"55,000",0
김명현,서울특수가스,03/30,"CO2 (kg, Bulk)",0,"4,117",260,"1,070,420"
김명현,서울특수가스,03/31,"N2 (kg, Bulk)",0,"4,916",170,"835,720"
김명현,서울특수가스,04/03,"Ar (kg, Bulk)",0,"3,403",550,"1,871,650"
김명현,서울특수가스,04/03,"CO2 (kg, Bulk)",0,"4,028",300,"1,208,400"
김명현,서울특수가스,04/06,"N2 (kg, Bulk)",0,"5,263",170,"894,710"
김명현,서울특수가스,04/12,"CO2 (kg, Bulk)",0,"3,830",260,"995,800"
김명현,서울특수가스,04/13,"CO2 (kg, Bulk)",0,"3,773",260,"980,980"
김명현,서울특수가스,04/13,"N2 (kg, Bulk)",0,"7,443",170,"1,265,310"
김명현,서울특수가스,04/17,"Ar (kg, Bulk)",0,"3,309",550,"1,819,950"
김명현,서울특수가스,04/18,"N2 (kg, Bulk)",0,"3,858",170,"655,860"
김명현,서울특수가스,04/18,"N2 (kg, Bulk)",0,"4,024",175,"704,200"
김명현,서울특수가스,04/19,"Ar (UHP, 47L, 99.9999%)",0,3,"55,000","165,000"
김명현,서울특수가스,04/19,"He (UHP, 47L, 99.9999%)",0,20,"370,000","7,400,000"
김명현,서울특수가스,04/19,"He (UHP, 47L, 99.9999%)",0,0,"370,000",0
김명현,서울특수가스,04/19,"N2 (UHP, 47L, 99.9999%)",3,2,"55,000","110,000"
김명현,서울특수가스,04/19,"N2 (UHP, 47L, 99.9999%)",0,0,"55,000",0
김명현,서울특수가스,04/25,"N2 (kg, Bulk)",0,"8,628",170,"1,466,760"
김명현,서울특수가스,04/27,입금 (가스매출),0,0,0,0
김명현,서울특수가스,04/28,"CO2 (kg, Bulk)",0,"3,603",260,"936,780"
김명현,서울특수가스,04/28,"N2 (UHP, 47L, 99.9999%)",0,3,"55,000","165,000"
김명현,서울특수가스,05/02,"Ar (kg, Bulk)",0,"3,861",550,"2,123,550"
김명현,서울특수가스,05/02,"CO2 (kg, Bulk)",0,"4,305",260,"1,119,300"
김명현,서울특수가스,05/02,"N2 (kg, Bulk)",0,"5,232",170,"889,440"
김명현,서울특수가스,05/08,"N2 (kg, Bulk)",0,"6,223",170,"1,057,910"
김명현,서울특수가스,05/11,"Ar (kg, Bulk)",0,"2,093",550,"1,151,150"
김명현,서울특수가스,05/15,"N2 (kg, Bulk)",0,"9,064",170,"1,540,880"
김명현,서울특수가스,05/22,"CO2 (kg, Bulk)",0,"4,070",260,"1,058,200"
김명현,서울특수가스,05/22,"N2 (kg, Bulk)",0,"9,133",170,"1,552,610"
김명현,서울특수가스,05/25,"Ar (kg, Bulk)",0,"3,964",550,"2,180,200"
김명현,서울특수가스,05/30,"N2 (kg, Bulk)",0,"5,275",170,"896,750"
김명현,서울특수가스,05/31,"CO2 (kg, Bulk)",0,"4,110",260,"1,068,600"
김명현,서울특수가스,06/01,입금 (가스매출),0,0,0,0
김명현,서울특수가스,06/01,입금 (가스매출),0,0,0,0
김명현,서울특수가스,06/05,"N2 (kg, Bulk)",0,"7,864",170,"1,336,880"
김명현,서울특수가스,06/07,"CO2 (kg, Bulk)",0,"4,010",300,"1,203,000"
김명현,서울특수가스,06/09,"Ar (kg, Bulk)",0,"3,082",550,"1,695,100"
김명현,서울특수가스,06/12,"CO2 (kg, Bulk)",0,"4,905",260,"1,275,300"
김명현,서울특수가스,06/13,"CO2 (kg, Bulk)",0,"3,650",260,"949,000"
김명현,서울특수가스,06/15,"N2 (kg, Bulk)",0,"7,198",170,"1,223,660"
김명현,서울특수가스,06/19,"Ar (kg, Bulk)",0,"4,510",550,"2,480,500"
김명현,서울특수가스,06/20,"CO2 (kg, Bulk)",0,"3,834",260,"996,840"
김명현,서울특수가스,06/23,"N2 (UHP, 47L, 99.9999%)",3,3,"55,000","165,000"
김명현,서울특수가스,06/26,"N2 (kg, Bulk)",0,"6,883",170,"1,170,110"
김명현,서울특수가스,06/28,"CO2 (kg, Bulk)",0,"3,539",260,"920,140"
김명현,서울특수가스,06/30,입금 (가스매출),0,0,0,0
김명현,서울특수가스,07/03,"Ar (kg, Bulk)",0,"4,009",550,"2,204,950"
김명현,서울특수가스,07/03,"CO2 (kg, Bulk)",0,"3,660",260,"951,600"
김명현,서울특수가스,07/03,"N2 (kg, Bulk)",0,"6,510",170,"1,106,700"
김명현,서울특수가스,07/04,"CO2 (kg, Bulk)",0,"3,071",260,"798,460"
김명현,서울특수가스,07/11,"CO2 (kg, Bulk)",0,"3,292",260,"855,920"
김명현,서울특수가스,07/12,"CO2 (kg, Bulk)",0,"3,000",300,"900,000"
김명현,서울특수가스,07/13,"Ar (kg, Bulk)",0,"2,247",550,"1,235,850"
김명현,서울특수가스,07/14,"N2 (kg, Bulk)",0,"4,331",170,"736,270"
김명현,서울특수가스,07/18,"CO2 (kg, Bulk)",0,"4,001",260,"1,040,260"
김명현,서울특수가스,07/19,"N2 (UHP, 47L, 99.9999%)",4,3,"55,000","165,000"
김명현,서울특수가스,07/20,"N2 (kg, Bulk)",0,"8,037",170,"1,366,290"
김명현,서울특수가스,07/21,"Ar (kg, Bulk)",0,"2,337",550,"1,285,350"
김명현,서울특수가스,07/24,"CO2 (kg, Bulk)",0,"4,839",260,"1,258,140"
김명현,서울특수가스,07/26,"N2 (kg, Bulk)",0,"7,208",170,"1,225,360"
김명현,서울특수가스,07/31,입금 (가스매출),0,0,0,0
